Producer;Title;Year;Picname;Critic;Critic_S;Score;Rating
Antico Podere Gagliole;Gagliole Rubiolo Chianti Classico;2018;Gagliole Rubiolo Chianti Classico 2018.jpg;James Suckling;JS;92;James Suckling 92 * A red with very pretty berries, chocolate and hints of coffee. Medium body, medium chewy tannins and flavorful finish. Thoroughly drinkable, as always. Delicious.~JS
Guerrieri Gonzaga;Guerrieri Gonzaga San Leonardo Red;2014;Guerrieri Gonzaga San Leonardo Red 2014.jpg;Wine Advocate;WA;92-94;Wine Advocate 92-94 * Tasted as a preview sample from bottle, the 2014 San Leonardo is set to be released in April or May of 2019. This vintage still needs time in the bottle to flesh out and take on more volume. In its youth, the wine takes longer to open. However, it already shows that characteristic San Leonardo pedigree with extremely polished tannins followed by bright fruit intensity with plum, spice and dried mountain herb. The wines acidity adds to the glossy and bright personality of the mid-weight vintage.~ML
CapAnna;CapAnna Brunello Di Montalcino;2015;CapAnna Brunello Di Montalcino 2015.jpg;James Suckling;JS;96;"James Suckling 96 * ""Plums and dried flowers with violets and lavender and hints of sandalwood. Full-bodied, dense and fruity with a big and juicy palate, yet the round and firm tannins hold it all together and give it form. Drink after 2021."""
CapAnna;CapAnna Brunello Di Montalcino;2015;CapAnna Brunello Di Montalcino 2015.jpg;Wine Spectator;WS;93;"Wine Spectator 93 * ""Though backed by stiff tannins, the cherry and strawberry flavors at the core are pure and defined. Earth, iron and woodsy elements accent the fruit. Rights itself in the end, showing fine equilibrium. Best from 2023 through 2042."""
Four Vines;Four Vines Old Vine Cuvee Zinfandel;2018;Four Vines Old Vine Cuvee Zinfandel 2018.jpg;Wine Enthusiast;WE;88;Wine Enthusiast 88
Catena Zapata;Bodega Catena Zapata Malbec 2018 375ml;0000;Bodega Catena Zapata Malbec 2018 375ml.jpg;James Suckling;JS;94;"James Suckling 94 * ""Lots of blackberry and blueberry character with a black-tea undertone. Turns to flowers. Medium to full body, fresh acidity and a long and gorgeous finish. Vivid and bright. Transparent. Drink now."""
Zuccardi;Zuccardi Series A Malbec;2019;Zuccardi Series A Malbec 2019.jpg;James Suckling;JS;92;"James Suckling 92 * ""A creamy, fruity red that is vivid and energetic, yet delicate at the same time. Medium body, fresh acidity and a flavorful finish. Super clean and fun. All about fruit and drinkability."""
Benjamin Romeo;Benjamin Romeo Predicador Tinto;2013;Benjamin Romeo Predicador Tinto 2013.jpg;James Suckling;JS;93;James Suckling 93 * A firm and silky wine with bright acidity and ripe fruit. Very linear and balance. A wine that makes you want to drink. Tempranillo with 10 garnacha.
Benjamin Romeo;Benjamin Romeo Predicador Tinto;2013;Benjamin Romeo Predicador Tinto 2013.jpg;Wine Advocate;WA;90;"Wine Advocate 90 * ""Different from the rest of the reds from the portfolio, the 2013 Predicador is perhaps showing the difficulties of the vintage with an Atlantic profile and some herbal notes that for a minute transported me to Bordeaux. The Tempranillo and Garnacha grapes fermented in small oak vats and matured in French barriques and resulted in a creamy wine with juicy fruit and very good integration of the wood. It is tasty, supple, approachable and has a good finish."""
Domaine Grand Veneur Estate;Domaine Grand Veneur Les Champauvins CDR;2018;Domaine Grand Veneur Les Champauvins CDR 2018.jpg;Jeb Dunnuck;JD;88-90;"Jeb Dunnuck 88-90 * ""Not yet bottled, the 2018 Ctes Du Rhne Les Champauvins offers slightly darker notes of cassis, blackberries, ground pepper, violets, and spring flowers. Soft, forward, and straight-up plump, it shows the fleshy, ready-to-go style of this vintage beautifully."""
Bodega DiamAndes;DiamAndes Perlita Malbec-Syrah;2017;DiamAndes Perlita Malbec-Syrah 2017.jpg;James Suckling;JS;91;"James Suckling 91  * ''An attractive syrah with dried-meat and blackberry character. Hints of bark and crushed stone. Medium body and firm tannins. Straight and linear. Drink now."""
Le Potazzine;Le Potazzine Rosso di Montalcino;2019;Le Potazzine Rosso di Montalcino 2019.jpg;Vinous;VIN;00;"Vinous Media * ""The 2019 Rosso di Montalcino seduces with a classic bouquet of wildflowers, savory herbs and red woodland berries. Its wonderfully pure; yet it shows an unexpected amount of weight and concentration for the Rosso category, with notes of tart cherry giving way to inner violet florals. Theres a coating of dark fruit that lingers along, with round tannins adding subtle grip. This is really quite stunning today, but it will likely be even better with a year or two of cellaring, and it has me very excited to see how the 2019 Brunello will be like.-- Eric Guido"""
Thomas Goss;Thomas Goss Cabernet Sauvignon;2018;Thomas Goss Cabernet Sauvignon 2018.jpg;James Suckling;JS;90;"James Suckling 90 * "" A bold, focused and deeply flavorsome cabernet that has rich aromas and flavors of dark plums, currants and coffee. Crisp tannins. Drink now. Screw cap."""
Errazuriz Family;Errazuriz MAX Reserva Pinot Noir;2019;Errazuriz MAX Reserva Pinot Noir 2019.jpg;James Suckling;JS;92;"James Suckling 92 * This has a swathe of fresh, spicy French oak, making an impressively complex impression on the nose with plenty of fragrant, red florals and cherries. The palate has a very succulent feel with attractively fresh fruit pop."""
Sobilane;Sobilane Cotes Catalanes Grenache/Syrah;2015;Sobilane Cotes Catalanes Grenache-Syrah 2015.jpg;Wine Advocate;WA;The  92;The Wine Advocate 92 * “Reminding me of a release from Jean-Marc Lafage with its ripe, yet incredibly pure and charming personality, the 2015 Côtes Catalanes from Sobilane (60/40 Grenache and Syrah) offers outstanding notes of blackberries, jammy raspberries, spice and garrigue. Drink this full-bodied, sexy, hedonistic beauty over the coming 2-3 years.” ~J.D.
Castello Di Verduno;Castello di Verduno Barbaresco;2017;Castello di Verduno Barbaresco 2017.jpg;Vinous;VIN;92;"Vinous Media 92 * ""Castello di Verduno's 2017 Barbaresco is radiant, open-knit and inviting, with terrific textural depth and resonance that carries through all the way to the finish. Sweet tobacco, cedar, mint, sweet red berry, anise, dried flowers and cinnamon are all very nicely lifted in the glass. Medium in body and translucent, the 2017 is a very pretty wine to drink over the medium term.""~Antonio Galloni"
Arnot-roberts;Arnot-Roberts Sonoma Coast Syrah;2018;Arnot-Roberts Sonoma Coast Syrah 2018.jpg;Vinous;VIN;93;"Vinous Media 93 * ""The 2018 Syrah (Sonoma Coast) is fabulous. Inky, peppery and savory, the Syrah Sonoma Coast is just tremendous. I especially like the interplay of fruit density and energy. The 2018 is somehow rich and yet also light on its feet. A rush of blueberry, black pepper, sage and mint builds in a racy, super-expressive Syrah that hits all the right notes. Bright floral-infused top notes punctuate the finish. The Sonoma Coast Syrah is a blend from Que Syrah, Clary Ranch, Baker Lane and Solas.""~Antonio Galloni"
Tyler;Tyler La Encantada Pinot Noir;2017;Tyler La Encantada Pinot Noir 2017.jpg;Vinous;VIN;94;"Vinous Media 94 * ""The 2017 Pinot Noir La Encantada Vineyard is distinguished by its striking aromatic presence and overall nuance. Bright, red berry fruit, floral notes, blood orange, sage and a touch of whole cluster savoriness add myriad shades of complexity to this beautifully layered, sublime Pinot from Tyler. -- Antonio Galloni"""
Tyler;Tyler La Encantada Pinot Noir;2017;Tyler La Encantada Pinot Noir 2017.jpg;Wine Advocate;WA;93;"Wine Advocate 93 * ""The 2017 Pinot Noir La Encantada Vineyard has a pale to medium ruby color and very pretty perfume of orange oil, violet, lilac, blueberries and crushed stone plus accents of sagebrush, blackberries and red berry sparks. Light to medium-bodied, it offers elegantly restrained, perfumed fruits in the mouth with a firm frame of chalky tannins and juicy acidity, finishing long. 141 cases produced."""
Fratelli Revello;Fratelli Revello Barolo;2016;Fratelli Revello Barolo 2016.jpg;James Suckling;JS;94;"James Suckling 94 * ""Very pretty firmness and intensity with tight, polished and tannins that show chewy focus. It’s medium-to full-bodied with ripe-berry, walnut and mushroom flavors. Lovely finish. Give it until 2023 to soften and open up."""
Brick House;Brick House Select Pinot Noir;2018;Brick House Select Pinot Noir 2018.jpg;Wine Spectator;WS;91;"Wine Spectator 91 * ""Like velvet in a glass, this appealing red has a fleshy, lingering texture, offering delicate notes of fresh raspberry and brambly cherry, with orange peel and violet accents. Drink now through 2027. 500 cases made.T.F."""
Clos Mogador;Clos Mogador Priorato Tinto;2017;Clos Mogador Priorato Tinto 2017.jpg;Wine Advocate;WA;96;"Wine Advocate 96 * ""I also tasted the 2017 Clos Mogador next to the 2018 vintage. The varietal mix has been slowly changing, with less Cabernet and Syrah and more and more Cariñena. In 2006, they started fermenting with indigenous yeasts, and in 2011 they introduced oak foudres. It was bottled in June 2019, after 18 months in 300-liter barrels and 2,000-liter oak vats. 2017 was a tough vintage, a very warm and extremely dry year, and the character of the wine is almost opposite from 2018. The wine had a very slow fermentation, as they used larger volumes for the fermentation, and the challenge was to keep the freshness. The wine has a full 1% more alcohol than the 2018, but there is very good acidity that keeps the wine balanced. It has dusty tannins and very ripe flavors, with a long finish—warm and Mediterranean, a little in the style of the 2011."""
Clos Mogador;Clos Mogador Priorato Tinto;2017;Clos Mogador Priorato Tinto 2017.jpg;Wine & Spirits;WAS;96;"Wine & Spirits 96 * ""Clos Mogador is one of the wineries that brought fame to Priorat, its 50-acre Gratallops plot planted by René Barbier in the 1980s to a mix of French and traditional varieties. The 2017, a blend of garnacha, cariñena, syrah and cabernet sauvignon, shines in the clarity of its cranberry and cherry flavors, the fruit pointed up by a garden-fresh herbaceousness. Tobacco and pepper provide the bass notes and round out the wine, which is so well balanced it’s hard to stop at just one glass. * Europvin USA, Van Nuys, CA"""
Quilt;Quilt Cabernet Sauvignon;2016;Quilt Cabernet Sauvignon 2016.jpg;Wine Spectator;WS;90;"Wine Spectator 90 * ""Bright and lively, with a light bramble note weaving in among the raspberry, plum and blackberry compote flavors as toast and licorice hints check in. The brambly element keeps this energetic through the finish. Drink now through 2022.""-WS"
The Federalist;Dueling Pistols Red Blend Zinfandel / Syrah;2016;Dueling Pistols Red Blend Zinfandel - Syrah 2016.jpg;Wilfred Wong;WW;90;"Wilfred Wong 90 * ""What happens when wineries blend Zinfandel and Syrah? They give their winemakers a greater pallet to work with resulting in wines that can offer more complex nuances. The 2016 Dueling Pistols Duel Varietal of these grapes from the Dry Creek Valley has resulted in a full-textured and delicious wine. TASTING NOTES: This wine is powerful and finely balanced. Its aromas and flavors of ripe berries and spice should pair it well with lightly-seasoned grilled beef. ""(Tasted: January 4, 2019, San Francisco, CA)"
Caboche Elizabeth Chambellan;Caboche Elisabeth Chambellan Chateauneuf du Pape;2018;Caboche Elisabeth Chambellan Chateauneuf du Pape 2018.jpg;Jeb Dunnuck;JD;94;Jeb Dunnuck 94 * The old vine cuvee, the 2018 Chateauneuf du Pape Vieilles Vignes Elisabeth Chambellan is 88 Grenache, 10 Syrah, and 2 Mourvedre that comes mostly from more pebbly soils and is brought up in a mix of foudres, concrete, and stainless steel. It too has an old school, classic bouquet of peppery garrigue, orange blossom, dried flowers, and Provencal spices as well as a great core of both red and black fruits. Playing in the medium to full-bodied end of the spectrum, it offers terrific balance, plenty of mid-palate depth, and an outstanding finish. I like it today, but it will certainly evolve gracefully for 10-15 years. * by Jeb Dunnuck, JD, 2020.
Roth Estate;Roth Estate Sonoma County Merlot;2015;Roth Estate Sonoma County Merlot 2015.jpg;Wine Enthusiast;WE;90;Wine Enthusiast 90 * This soft, round Merlot blends in small amounts of Malbec and Syrah to offer a powerful, full-bodied frame. It's lengthy on the palate in tart red fruit, integrated oak and fresh acidity.
Lapalu;Lapalu Beaujolais-Villages VV;2019;Lapalu Beaujolais-Villages VV 2019.jpg;Wine Advocate;WA;00;"""...Lapalu is an icon in the natural wine movement, so it's interesting to reflect on how far he has come since his tentative beginnings. His nine hectares are farmed organically and biodynamically, and vinification is carried out with little or no sulfur dioxide, generally with strict carbonic maceration, though the peculiarities of his various cuves are described in more detail in the accompanying notes. Wines bearing Lapalu's label share one characteristic, however: they're irresistibly delicious. Today, he numbers among Beaujolais's finest producers, and I enjoy each visit I pay to his small domaine immensely.""~William Kelley, The Wine Advocate"
